Sim_step,lamda_xx,lamda_yy,lamda_zz,lamda_yz,lamda_xz,lamda_xy
0.52,0.0072,0.0034,-0.0,-0.0007,0.0065,-0.0031
0.53,0.0075,0.0036,-0.0,-0.0008,0.0067,-0.0032
0.54,0.0078,0.0037,-0.0,-0.0008,0.007,-0.0033
0.55,0.0081,0.0038,-0.0,-0.0008,0.0073,-0.0034
0.56,0.0084,0.004,-0.0,-0.0009,0.0075,-0.0036
0.57,0.0087,0.0041,-0.0,-0.0009,0.0078,-0.0037
0.58,0.0089,0.0043,-0.0,-0.0009,0.0081,-0.0038
0.59,0.0092,0.0044,-0.0,-0.001,0.0083,-0.0039
0.6,0.0095,0.0045,-0.0,-0.001,0.0086,-0.004
0.61,0.0097,0.0047,-0.0,-0.001,0.0088,-0.0041
0.62,0.01,0.0048,-0.0,-0.001,0.0091,-0.0043
0.63,0.0103,0.0049,-0.0,-0.0011,0.0093,-0.0044
0.64,0.0105,0.005,-0.0,-0.0011,0.0096,-0.0045
0.65,0.0107,0.0052,-0.0,-0.0011,0.0098,-0.0046
0.66,0.0109,0.0053,-0.0,-0.0011,0.0101,-0.0047
0.67,0.0112,0.0055,-0.0,-0.0012,0.0103,-0.0048
0.68,0.0114,0.0056,-0.0,-0.0012,0.0105,-0.0049
0.69,0.0116,0.0057,-0.0,-0.0012,0.0108,-0.005
0.7,0.0118,0.0058,-0.0,-0.0012,0.011,-0.0051
0.71,0.012,0.0059,-0.0,-0.0013,0.0112,-0.0052
0.72,0.0122,0.0061,-0.0,-0.0013,0.0114,-0.0053
0.73,0.0125,0.0062,-0.0,-0.0013,0.0116,-0.0054
0.74,0.0127,0.0063,-0.0,-0.0013,0.0118,-0.0055
0.75,0.0128,0.0064,-0.0,-0.0014,0.012,-0.0056
0.76,0.013,0.0065,-0.0,-0.0014,0.0122,-0.0057
0.77,0.0132,0.0066,-0.0,-0.0014,0.0124,-0.0058
0.78,0.0134,0.0067,-0.0,-0.0014,0.0126,-0.0059
0.79,0.0136,0.0068,-0.0,-0.0014,0.0128,-0.0059
0.8,0.0138,0.0069,-0.0,-0.0015,0.013,-0.006
0.81,0.014,0.007,-0.0,-0.0015,0.0132,-0.0061
0.82,0.0141,0.0071,-0.0,-0.0015,0.0134,-0.0062
0.83,0.0143,0.0072,-0.0,-0.0015,0.0135,-0.0063
0.84,0.0144,0.0073,-0.0,-0.0015,0.0137,-0.0063
0.85,0.0146,0.0074,-0.0,-0.0016,0.0139,-0.0064
0.86,0.0147,0.0075,-0.0,-0.0016,0.014,-0.0065
0.87,0.0148,0.0076,-0.0,-0.0016,0.0142,-0.0066
0.88,0.015,0.0077,-0.0,-0.0016,0.0144,-0.0066
0.89,0.0151,0.0078,-0.0,-0.0016,0.0145,-0.0067
0.9,0.0152,0.0079,-0.0,-0.0016,0.0147,-0.0068
0.91,0.0154,0.0079,-0.0,-0.0017,0.0148,-0.0069
0.92,0.0155,0.008,-0.0,-0.0017,0.015,-0.0069
0.93,0.0157,0.0081,-0.0,-0.0017,0.0151,-0.007
0.94,0.0158,0.0082,-0.0,-0.0017,0.0153,-0.007
0.95,0.0159,0.0083,-0.0,-0.0017,0.0154,-0.0071
0.96,0.016,0.0083,-0.0,-0.0017,0.0155,-0.0072
0.97,0.0161,0.0084,-0.0,-0.0018,0.0156,-0.0072
0.98,0.0162,0.0085,-0.0,-0.0018,0.0158,-0.0073
0.99,0.0163,0.0086,-0.0,-0.0018,0.0159,-0.0074
1.0,0.0164,0.0086,-0.0,-0.0018,0.016,-0.0074
1.01,0.0165,0.0087,-0.0,-0.0018,0.0161,-0.0075
1.02,0.0166,0.0088,-0.0,-0.0018,0.0162,-0.0075
1.03,0.0167,0.0088,-0.0,-0.0018,0.0163,-0.0076
1.04,0.0169,0.0089,-0.0,-0.0018,0.0165,-0.0076
1.05,0.0169,0.009,-0.0,-0.0018,0.0166,-0.0077
1.06,0.0171,0.009,-0.0,-0.0019,0.0167,-0.0077
1.07,0.0169,0.0091,-0.0,-0.0019,0.0167,-0.0077
1.08,0.0171,0.0092,-0.0,-0.0019,0.0169,-0.0078
1.09,0.0171,0.0092,-0.0,-0.0019,0.0169,-0.0078
1.1,0.0172,0.0093,-0.0,-0.0019,0.017,-0.0079
1.11,0.0173,0.0093,-0.0,-0.0019,0.0171,-0.0079
1.12,0.0173,0.0093,-0.0,-0.0019,0.0172,-0.008
1.13,0.0175,0.0094,-0.0,-0.0019,0.0173,-0.008
1.14,0.0176,0.0095,-0.0,-0.0019,0.0174,-0.0081
1.15,0.0177,0.0095,-0.0,-0.002,0.0175,-0.0081
1.16,0.0175,0.0095,-0.0,-0.0019,0.0175,-0.0081
1.17,0.0177,0.0096,-0.0,-0.002,0.0176,-0.0082
1.18,0.0175,0.0096,-0.0,-0.002,0.0176,-0.0082
1.19,0.0177,0.0097,-0.0,-0.002,0.0177,-0.0082
1.2,0.0176,0.0097,-0.0,-0.002,0.0177,-0.0083
1.21,0.0179,0.0098,-0.0,-0.002,0.0178,-0.0083
1.22,0.018,0.0098,-0.0,-0.002,0.0179,-0.0084
1.23,0.0179,0.0098,-0.0,-0.002,0.018,-0.0084
1.24,0.0178,0.0098,-0.0,-0.002,0.0179,-0.0084
1.25,0.0178,0.0099,-0.0,-0.002,0.018,-0.0084
1.26,0.0177,0.0099,-0.0,-0.002,0.018,-0.0084
1.27,0.0179,0.0099,-0.0,-0.002,0.0181,-0.0085
1.28,0.0178,0.01,-0.0,-0.002,0.018,-0.0085
1.29,0.018,0.01,-0.0,-0.002,0.0182,-0.0085
1.3,0.0179,0.01,-0.0,-0.002,0.0181,-0.0085
1.31,0.0178,0.01,-0.0,-0.002,0.0181,-0.0085
1.32,0.0178,0.01,-0.0,-0.002,0.0181,-0.0086
1.33,0.0177,0.01,-0.0,-0.002,0.0181,-0.0086
1.34,0.018,0.0101,-0.0,-0.002,0.0182,-0.0086
1.35,0.0179,0.0101,-0.0,-0.002,0.0182,-0.0086
1.36,0.0179,0.0101,-0.0,-0.002,0.0182,-0.0086
1.37,0.0177,0.0101,-0.0,-0.002,0.0182,-0.0086
1.38,0.0177,0.0101,-0.0,-0.002,0.0181,-0.0086
1.39,0.0179,0.0101,-0.0,-0.002,0.0182,-0.0087
1.4,0.0176,0.0101,-0.0,-0.002,0.0181,-0.0086
1.41,0.0177,0.0101,-0.0,-0.002,0.0181,-0.0087
1.42,0.0174,0.0101,-0.0,-0.002,0.0179,-0.0086
1.43,0.0174,0.0101,-0.0,-0.002,0.0179,-0.0086
1.44,0.0171,0.01,-0.0,-0.002,0.0178,-0.0086
1.45,0.0175,0.0101,-0.0,-0.002,0.018,-0.0087
1.46,0.0172,0.01,-0.0,-0.002,0.0178,-0.0086
1.47,0.0171,0.01,-0.0,-0.002,0.0178,-0.0086
1.48,0.0173,0.0101,-0.0,-0.002,0.0178,-0.0086
1.49,0.0166,0.0099,-0.0,-0.002,0.0175,-0.0085
1.5,0.017,0.01,-0.0,-0.002,0.0177,-0.0086
1.51,0.0164,0.0099,-0.0,-0.0019,0.0173,-0.0085
1.52,0.0164,0.0099,-0.0,-0.0019,0.0173,-0.0085
1.53,0.0161,0.0098,-0.0,-0.0019,0.017,-0.0084
1.54,0.0163,0.0098,-0.0,-0.0019,0.0171,-0.0085
1.55,0.0158,0.0097,-0.0,-0.0019,0.0168,-0.0084
1.56,0.0164,0.0099,-0.0,-0.0019,0.0171,-0.0085
1.57,0.016,0.0098,-0.0,-0.0019,0.0169,-0.0084
1.58,0.016,0.0098,-0.0,-0.0019,0.0169,-0.0084
1.59,0.0149,0.0095,-0.0,-0.0019,0.0161,-0.0082
1.6,0.0155,0.0097,-0.0,-0.0019,0.0164,-0.0084
1.61,0.0138,0.0092,-0.0,-0.0018,0.0153,-0.0079
1.62,0.0143,0.0094,-0.0,-0.0019,0.0154,-0.008
1.63,0.0126,0.0088,-0.0,-0.0017,0.0142,-0.0075
1.64,0.0127,0.0089,-0.0,-0.0018,0.014,-0.0075
1.65,0.0109,0.0083,-0.0,-0.0017,0.0125,-0.0068
1.66,0.0106,0.008,-0.0,-0.0017,0.0118,-0.0065
1.67,0.0076,0.0064,-0.0,-0.0014,0.009,-0.005
1.68,0.0063,0.0049,-0.0,-0.0011,0.007,-0.0038
1.69,0.0025,0.0024,-0.0,-0.0006,0.0033,-0.0018
1.7,0.0017,0.0014,-0.0,-0.0004,0.0019,-0.0009
1.71,0.0002,0.0003,-0.0,-1e-04,0.0002,-1e-04
1.72,0.0006,0.0003,-0.0,-1e-04,0.0005,-0.0002
1.73,0.0003,1e-04,-0.0,-0.0,0.0002,-1e-04
1.74,0.0005,0.0002,-0.0,-1e-04,0.0004,-1e-04
1.75,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.76,0.0005,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.77,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.78,0.0005,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.79,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.8,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.81,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.82,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.83,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.84,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.85,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.86,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.87,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.88,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.89,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.9,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.91,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.92,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.93,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.94,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.95,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.96,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.97,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.98,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
1.99,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
2.0,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
2.01,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
2.02,0.0004,0.0002,-0.0,-1e-04,0.0003,-1e-04
2.03,1e-04,0.0,-0.0,-0.0,1e-04,-0.0
2.04,-0.0,-0.0,0.0,0.0,-0.0,0.0
2.05,-0.0004,-0.0002,0.0,1e-04,-0.0003,1e-04
2.06,-0.0003,-0.0002,0.0,0.0,-0.0002,1e-04
2.07,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.08,-0.0004,-0.0002,0.0,1e-04,-0.0003,1e-04
2.09,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.1,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.11,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.12,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.13,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.14,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.15,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.16,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.17,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.18,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.19,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.2,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.21,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.22,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.23,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.24,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.25,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.26,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.27,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.28,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.29,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.3,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.31,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.32,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.33,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
2.34,-0.0007,-0.0003,0.0,1e-04,-0.0005,0.0002
2.35,-0.001,-0.0003,0.0,1e-04,-0.0007,0.0003
2.36,-0.0013,-0.0004,0.0,1e-04,-0.0009,0.0004
2.37,-0.0015,-0.0005,0.0,1e-04,-0.0011,0.0005
2.38,-0.0018,-0.0006,0.0,1e-04,-0.0013,0.0006
2.39,-0.0021,-0.0006,0.0,0.0002,-0.0014,0.0007
2.4,-0.0024,-0.0007,0.0,0.0002,-0.0016,0.0008
2.41,-0.0027,-0.0008,0.0,0.0002,-0.0018,0.0008
2.42,-0.003,-0.0009,0.0,0.0002,-0.002,0.0009
2.43,-0.0033,-0.0009,0.0,0.0002,-0.0022,0.001
2.44,-0.0035,-0.001,0.0,0.0002,-0.0024,0.0011
2.45,-0.0038,-0.0011,0.0,0.0003,-0.0026,0.0012
2.46,-0.0041,-0.0012,0.0,0.0003,-0.0027,0.0013
2.47,-0.0043,-0.0012,0.0,0.0003,-0.0029,0.0014
2.48,-0.0046,-0.0013,0.0,0.0003,-0.0031,0.0015
2.49,-0.0049,-0.0013,0.0,0.0003,-0.0032,0.0015
2.5,-0.0051,-0.0014,0.0,0.0003,-0.0034,0.0016
2.51,-0.0054,-0.0015,0.0,0.0003,-0.0036,0.0017
2.52,-0.0057,-0.0016,0.0,0.0004,-0.0038,0.0018
2.53,-0.0059,-0.0016,0.0,0.0004,-0.0039,0.0019
2.54,-0.0061,-0.0017,0.0,0.0004,-0.004,0.0019
2.55,-0.0063,-0.0017,0.0,0.0004,-0.0042,0.002
2.56,-0.0066,-0.0018,0.0,0.0004,-0.0043,0.0021
2.57,-0.0068,-0.0018,0.0,0.0004,-0.0045,0.0022
2.58,-0.007,-0.0019,0.0,0.0004,-0.0046,0.0022
2.59,-0.0073,-0.0019,0.0,0.0004,-0.0048,0.0023
2.6,-0.0076,-0.002,0.0,0.0005,-0.005,0.0024
2.61,-0.0079,-0.0021,0.0,0.0005,-0.0052,0.0025
2.62,-0.0082,-0.0022,0.0,0.0005,-0.0054,0.0027
2.63,-0.0084,-0.0023,0.0,0.0005,-0.0056,0.0027
2.64,-0.0086,-0.0023,0.0,0.0005,-0.0057,0.0028
2.65,-0.0087,-0.0023,0.0,0.0005,-0.0057,0.0028
2.66,-0.0088,-0.0023,0.0,0.0005,-0.0058,0.0028
2.67,-0.009,-0.0023,0.0,0.0005,-0.0059,0.0029
2.68,-0.0092,-0.0024,0.0,0.0005,-0.006,0.003
2.69,-0.0094,-0.0024,0.0,0.0005,-0.0061,0.003
2.7,-0.0096,-0.0024,0.0,0.0005,-0.0062,0.0031
2.71,-0.0098,-0.0025,0.0,0.0005,-0.0063,0.0032
2.72,-0.01,-0.0025,0.0,0.0005,-0.0065,0.0032
2.73,-0.0101,-0.0026,0.0,0.0005,-0.0066,0.0033
2.74,-0.0103,-0.0026,0.0,0.0006,-0.0067,0.0033
2.75,-0.0105,-0.0026,0.0,0.0006,-0.0068,0.0034
2.76,-0.0106,-0.0027,0.0,0.0006,-0.0069,0.0034
2.77,-0.0108,-0.0027,0.0,0.0006,-0.007,0.0035
2.78,-0.011,-0.0027,0.0,0.0006,-0.007,0.0035
2.79,-0.0111,-0.0027,0.0,0.0006,-0.0071,0.0036
2.8,-0.0113,-0.0028,0.0,0.0006,-0.0072,0.0036
2.81,-0.0116,-0.0029,0.0,0.0006,-0.0074,0.0038
2.82,-0.0117,-0.0029,0.0,0.0006,-0.0076,0.0038
2.83,-0.012,-0.003,0.0,0.0006,-0.0077,0.0039
2.84,-0.0121,-0.003,0.0,0.0006,-0.0078,0.0039
2.85,-0.012,-0.0029,0.0,0.0006,-0.0077,0.0039
2.86,-0.0122,-0.003,0.0,0.0006,-0.0078,0.004
2.87,-0.0124,-0.003,0.0,0.0006,-0.0079,0.004
2.88,-0.0124,-0.003,0.0,0.0006,-0.0079,0.004
2.89,-0.0125,-0.003,0.0,0.0006,-0.0079,0.004
2.9,-0.0126,-0.003,0.0,0.0006,-0.008,0.0041
2.91,-0.0127,-0.003,0.0,0.0006,-0.008,0.0041
2.92,-0.0128,-0.003,0.0,0.0006,-0.0081,0.0041
2.93,-0.0129,-0.003,0.0,0.0006,-0.0081,0.0042
2.94,-0.013,-0.003,0.0,0.0006,-0.0082,0.0042
2.95,-0.0132,-0.0031,0.0,0.0006,-0.0083,0.0043
2.96,-0.0134,-0.0032,0.0,0.0006,-0.0085,0.0044
2.97,-0.0137,-0.0032,0.0,0.0006,-0.0087,0.0045
2.98,-0.0138,-0.0033,0.0,0.0006,-0.0088,0.0046
2.99,-0.0137,-0.0032,0.0,0.0006,-0.0087,0.0045
3.0,-0.0137,-0.0031,0.0,0.0006,-0.0086,0.0045
3.01,-0.0137,-0.0031,0.0,0.0006,-0.0086,0.0045
3.02,-0.0136,-0.003,0.0,0.0006,-0.0085,0.0044
3.03,-0.0137,-0.003,0.0,0.0006,-0.0086,0.0044
3.04,-0.0137,-0.003,0.0,0.0006,-0.0085,0.0044
3.05,-0.0137,-0.003,0.0,0.0006,-0.0086,0.0044
3.06,-0.0138,-0.003,0.0,0.0006,-0.0086,0.0045
3.07,-0.0141,-0.0031,0.0,0.0006,-0.0088,0.0046
3.08,-0.0143,-0.0032,0.0,0.0006,-0.009,0.0047
3.09,-0.0145,-0.0033,0.0,0.0006,-0.0091,0.0048
3.1,-0.0144,-0.0032,0.0,0.0006,-0.009,0.0047
3.11,-0.0141,-0.003,0.0,0.0005,-0.0087,0.0046
3.12,-0.0141,-0.003,0.0,0.0005,-0.0087,0.0046
3.13,-0.0142,-0.003,0.0,0.0005,-0.0088,0.0046
3.14,-0.0142,-0.003,0.0,0.0005,-0.0088,0.0046
3.15,-0.0141,-0.0029,0.0,0.0005,-0.0086,0.0045
3.16,-0.0141,-0.0029,0.0,0.0005,-0.0086,0.0045
3.17,-0.0143,-0.003,0.0,0.0005,-0.0088,0.0046
3.18,-0.0145,-0.003,0.0,0.0005,-0.009,0.0047
3.19,-0.0141,-0.0028,0.0,0.0005,-0.0086,0.0045
3.2,-0.0141,-0.0028,0.0,0.0005,-0.0086,0.0045
3.21,-0.0141,-0.0028,0.0,0.0005,-0.0086,0.0045
3.22,-0.0142,-0.0028,0.0,0.0005,-0.0086,0.0046
3.23,-0.014,-0.0027,0.0,0.0004,-0.0084,0.0045
3.24,-0.0139,-0.0027,0.0,0.0004,-0.0084,0.0044
3.25,-0.0143,-0.0028,0.0,0.0005,-0.0087,0.0046
3.26,-0.0146,-0.0029,0.0,0.0005,-0.0089,0.0047
3.27,-0.0144,-0.0028,0.0,0.0005,-0.0087,0.0046
3.28,-0.0142,-0.0027,0.0,0.0004,-0.0085,0.0045
3.29,-0.014,-0.0026,0.0,0.0004,-0.0084,0.0045
3.3,-0.0139,-0.0026,0.0,0.0004,-0.0083,0.0044
3.31,-0.0135,-0.0024,0.0,0.0003,-0.008,0.0043
3.32,-0.014,-0.0026,0.0,0.0004,-0.0084,0.0044
3.33,-0.0137,-0.0024,0.0,0.0004,-0.0081,0.0043
3.34,-0.0137,-0.0024,0.0,0.0003,-0.0081,0.0043
3.35,-0.0136,-0.0023,0.0,0.0003,-0.008,0.0043
3.36,-0.0136,-0.0024,0.0,0.0003,-0.008,0.0043
3.37,-0.013,-0.0021,0.0,0.0003,-0.0075,0.004
3.38,-0.0133,-0.0022,0.0,0.0003,-0.0078,0.0042
3.39,-0.0126,-0.0019,0.0,0.0002,-0.0072,0.0039
3.4,-0.0129,-0.002,0.0,0.0003,-0.0075,0.004
3.41,-0.0128,-0.002,0.0,0.0002,-0.0074,0.004
3.42,-0.0125,-0.0018,0.0,0.0002,-0.0071,0.0038
3.43,-0.013,-0.0021,0.0,0.0002,-0.0075,0.004
3.44,-0.0133,-0.0022,0.0,0.0003,-0.0077,0.0042
3.45,-0.0134,-0.0022,0.0,0.0003,-0.0078,0.0042
3.46,-0.012,-0.0016,0.0,1e-04,-0.0067,0.0036
3.47,-0.0117,-0.0015,0.0,1e-04,-0.0065,0.0034
3.48,-0.0109,-0.0011,0.0,0.0,-0.0059,0.0031
3.49,-0.0112,-0.0012,0.0,1e-04,-0.0061,0.0032
3.5,-0.0109,-0.0011,0.0,0.0,-0.0059,0.0031
3.51,-0.0102,-0.0008,0.0,-0.0,-0.0054,0.0028
3.52,-0.0106,-0.001,0.0,0.0,-0.0057,0.003
3.53,-0.0098,-0.0007,0.0,-1e-04,-0.005,0.0027
3.54,-0.0097,-0.0006,0.0,-1e-04,-0.005,0.0026
3.55,-0.01,-0.0008,0.0,-1e-04,-0.0052,0.0028
3.56,-0.0105,-0.0009,0.0,-0.0,-0.0056,0.003
3.57,-0.0092,-0.0004,-0.0,-1e-04,-0.0046,0.0024
3.58,-0.0086,-0.0002,-0.0,-0.0002,-0.0041,0.0021
3.59,-0.0082,-0.0,-0.0,-0.0002,-0.0038,0.002
3.6,-0.0074,0.0003,-0.0,-0.0003,-0.0032,0.0017
3.61,-0.0071,0.0004,-0.0,-0.0003,-0.003,0.0015
3.62,-0.0049,0.0013,-0.0,-0.0005,-0.0012,0.0006
3.63,-0.0038,0.0018,-0.0,-0.0006,-0.0003,0.0
3.64,-0.0027,0.0021,-0.0,-0.0006,0.0005,-0.0004
3.65,-0.0012,0.0026,-0.0,-0.0007,0.0017,-0.001
3.66,-0.0002,0.0029,-0.0,-0.0007,0.0024,-0.0015
3.67,0.0015,0.0034,-0.0,-0.0008,0.0035,-0.0021
3.68,0.0014,0.0027,-0.0,-0.0006,0.0029,-0.0018
3.69,0.0012,0.0018,-0.0,-0.0004,0.0021,-0.0013
3.7,0.0008,0.0009,-0.0,-0.0002,0.0013,-0.0008
3.71,0.0002,0.0002,-0.0,-0.0,0.0004,-0.0003
3.72,-1e-04,0.0,0.0,0.0,0.0,-1e-04
3.73,-0.0002,-1e-04,0.0,0.0,-1e-04,0.0
3.74,-0.0004,-0.0002,0.0,1e-04,-0.0003,1e-04
3.75,-0.0004,-0.0002,0.0,1e-04,-0.0003,1e-04
3.76,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.77,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.78,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.79,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.8,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.81,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.82,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.83,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.84,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.85,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.86,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.87,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.88,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.89,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.9,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.91,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.92,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
3.93,-0.0005,-0.0002,0.0,1e-04,-0.0003,1e-04
